Id,SalePrice
1461,124766.6484375
1462,171681.65625
1463,187067.0
1464,189397.9375
1465,184318.609375
1466,180668.265625
1467,178863.375
1468,169293.890625
1469,180855.46875
1470,125792.34375
1471,193537.09375
1472,93131.3203125
1473,99717.125
1474,148427.6875
1475,113799.7578125
1476,382891.125
1477,257053.09375
1478,292557.15625
1479,300474.21875
1480,483484.5625
1481,344703.09375
1482,200823.984375
1483,164934.34375
1484,163131.46875
1485,169253.53125
1486,199906.96875
1487,340228.375
1488,243849.46875
1489,198982.390625
1490,191287.609375
1491,200599.265625
1492,94572.578125
1493,202813.140625
1494,314645.40625
1495,296827.46875
1496,223909.96875
1497,162868.765625
1498,158082.28125
1499,156331.78125
1500,141797.046875
1501,174841.515625
1502,149529.625
1503,303749.78125
1504,219446.640625
1505,213384.53125
1506,180209.15625
1507,274249.96875
1508,204147.0625
1509,158062.984375
1510,149206.125
1511,144343.40625
1512,154326.09375
1513,158321.71875
1514,142384.890625
1515,208546.265625
1516,155920.09375
1517,174227.15625
1518,140593.25
1519,224466.484375
1520,134581.984375
1521,147189.625
1522,174995.65625
1523,111022.578125
1524,121915.7265625
1525,126446.046875
1526,136411.984375
1527,103433.4140625
1528,133524.734375
1529,143709.375
1530,169868.015625
1531,113373.9375
1532,97314.1484375
1533,134478.71875
1534,119066.2265625
1535,164272.53125
1536,103167.421875
1537,76089.0234375
1538,165066.84375
1539,177455.203125
1540,107965.0078125
1541,152519.40625
1542,137827.390625
1543,209191.453125
1544,73530.796875
1545,100323.3046875
1546,126932.2265625
1547,117891.3671875
1548,129076.6640625
1549,99790.859375
1550,138476.265625
1551,124135.0078125
1552,124338.796875
1553,136527.8125
1554,118600.8984375
1555,177311.234375
1556,122141.03125
1557,108659.0390625
1558,94738.21875
1559,102760.6015625
1560,136092.1875
1561,151534.96875
1562,126361.1796875
1563,126394.6875
1564,160393.421875
1565,151171.65625
1566,262597.65625
1567,82244.15625
1568,240789.609375
1569,130955.2421875
1570,133361.078125
1571,119899.5234375
1572,156038.65625
1573,270014.34375
1574,148837.75
1575,199422.375
1576,224741.734375
1577,185797.375
1578,144458.671875
1579,152395.390625
1580,199737.375
1581,142137.015625
1582,128957.0625
1583,335384.5
1584,222487.0
1585,139951.671875
1586,68025.0390625
1587,106852.2890625
1588,151007.828125
1589,108699.4609375
1590,132919.59375
1591,86570.1640625
1592,117657.296875
1593,127556.9375
1594,115206.109375
1595,125086.0625
1596,250143.140625
1597,182392.0
1598,185058.890625
1599,164577.203125
1600,171212.234375
1601,61306.46875
1602,109426.59375
1603,87269.28125
1604,250862.9375
1605,275907.40625
1606,162116.5625
1607,173621.40625
1608,207286.375
1609,196294.484375
1610,141426.46875
1611,145700.15625
1612,158489.109375
1613,162523.375
1614,122502.7734375
1615,75748.953125
1616,72528.1796875
1617,91813.625
1618,122827.875
1619,136418.734375
1620,174818.84375
1621,132643.53125
1622,151553.46875
1623,288164.0625
1624,219096.375
1625,139627.71875
1626,155166.546875
1627,196259.09375
1628,302833.1875
1629,184287.328125
1630,351729.75
1631,221308.078125
1632,243973.6875
1633,169018.046875
1634,177653.484375
1635,183776.25
1636,153963.578125
1637,191490.75
1638,204408.890625
1639,181002.484375
1640,262211.78125
1641,202403.3125
1642,198571.96875
1643,216872.015625
1644,232799.765625
1645,171577.875
1646,154284.15625
1647,173017.609375
1648,136257.515625
1649,128431.40625
1650,116078.90625
1651,119481.75
1652,97668.1015625
1653,90269.0703125
1654,156597.25
1655,143141.609375
1656,147013.703125
1657,156283.34375
1658,145676.671875
1659,126275.890625
1660,153019.859375
1661,466995.65625
1662,399291.34375
1663,382906.46875
1664,520248.90625
1665,296829.1875
1666,334869.0
1667,425180.46875
1668,322646.28125
1669,305877.9375
1670,356435.25
1671,263775.5625
1672,406029.375
1673,297292.65625
1674,259482.609375
1675,184265.359375
1676,183138.0
1677,215152.90625
1678,465306.78125
1679,406331.5
1680,347491.78125
1681,224011.84375
1682,299154.65625
1683,178332.46875
1684,175923.171875
1685,176293.84375
1686,166434.15625
1687,168898.796875
1688,195254.53125
1689,201036.296875
1690,204176.0625
1691,180579.203125
1692,279802.59375
1693,162063.6875
1694,182894.171875
1695,166579.609375
1696,305703.53125
1697,167716.328125
1698,355355.9375
1699,336417.9375
1700,249691.71875
1701,297323.0
1702,257229.90625
1703,250717.765625
1704,281525.0
1705,228085.265625
1706,475416.75
1707,204363.671875
1708,197337.890625
1709,279009.0625
1710,200380.53125
1711,252244.765625
1712,337444.875
1713,242861.046875
1714,214578.53125
1715,199677.1875
1716,193356.484375
1717,173916.890625
1718,129504.640625
1719,207699.359375
1720,239194.359375
1721,177078.203125
1722,106308.90625
1723,156148.359375
1724,203781.75
1725,239609.65625
1726,171383.265625
1727,150830.796875
1728,188226.078125
1729,160685.6875
1730,157007.421875
1731,125027.0234375
1732,131051.0703125
1733,127883.734375
1734,128218.953125
1735,132638.734375
1736,111435.640625
1737,294257.0
1738,211085.859375
1739,207417.484375
1740,213115.0625
1741,186544.84375
1742,168484.390625
1743,170994.390625
1744,300032.96875
1745,194835.078125
1746,196096.515625
1747,209206.015625
1748,218938.46875
1749,159323.8125
1750,147968.203125
1751,217966.796875
1752,119945.5
1753,152962.09375
1754,207673.796875
1755,177599.28125
1756,122255.1171875
1757,115628.78125
1758,136757.546875
1759,163191.53125
1760,150707.28125
1761,162647.265625
1762,169309.5625
1763,177672.796875
1764,113961.3671875
1765,169098.484375
1766,165849.8125
1767,205477.796875
1768,142268.703125
1769,192301.109375
1770,141644.46875
1771,137899.3125
1772,124556.8125
1773,137271.59375
1774,143640.734375
1775,133412.078125
1776,124983.9921875
1777,110195.6875
1778,136316.90625
1779,111656.375
1780,188438.203125
1781,127088.84375
1782,80033.3203125
1783,137250.90625
1784,100439.3359375
1785,110856.6796875
1786,153385.265625
1787,154342.71875
1788,48785.15234375
1789,98173.59375
1790,74548.6875
1791,191601.453125
1792,140654.8125
1793,158355.703125
1794,152980.171875
1795,145494.375
1796,130415.09375
1797,129608.0546875
1798,113866.4140625
1799,98726.03125
1800,122164.328125
1801,132471.859375
1802,152639.3125
1803,139748.8125
1804,141951.4375
1805,138185.515625
1806,119670.8203125
1807,134143.375
1808,122450.5625
1809,120619.765625
1810,140618.0625
1811,93468.5390625
1812,98462.7578125
1813,114839.734375
1814,92972.5625
1815,48667.5390625
1816,95126.25
1817,117090.4453125
1818,129578.640625
1819,122461.546875
1820,74302.609375
1821,114928.2578125
1822,145204.53125
1823,56535.6640625
1824,110954.203125
1825,122336.640625
1826,100630.421875
1827,105822.4609375
1828,121634.453125
1829,111719.4296875
1830,136813.515625
1831,149184.5
1832,103622.3828125
1833,137825.953125
1834,114219.9921875
1835,125922.8125
1836,130974.7265625
1837,86196.0703125
1838,113092.3046875
1839,75889.8046875
1840,129983.1171875
1841,144685.890625
1842,102352.171875
1843,144636.359375
1844,140475.3125
1845,149856.109375
1846,164126.4375
1847,161854.5625
1848,58416.03125
1849,110485.0625
1850,124090.7421875
1851,148797.171875
1852,115339.2421875
1853,128948.828125
1854,176675.390625
1855,152061.921875
1856,213359.703125
1857,157011.015625
1858,140306.609375
1859,120823.546875
1860,145726.421875
1861,120459.0546875
1862,298191.34375
1863,251106.609375
1864,251106.609375
1865,325540.46875
1866,337498.625
1867,234710.015625
1868,331448.09375
1869,203828.203125
1870,224608.453125
1871,256534.15625
1872,161698.890625
1873,249697.671875
1874,134263.6875
1875,208180.046875
1876,198328.59375
1877,207691.828125
1878,213743.203125
1879,136953.578125
1880,130826.421875
1881,229764.359375
1882,276890.59375
1883,199059.640625
1884,211026.28125
1885,256339.734375
1886,303831.1875
1887,216203.96875
1888,273182.84375
